timestamp,lat,lon,altitude,satellites,hdop,fix_type,vehicle_direction_deg,speed_kmh,soc_percent,battery_voltage_v,battery_current_a,battery_energy_wh,motor_temp_c,motor_rpm,motor_current_rms_a,odometer_km,spray_pump_status,field_mode,travel_mode,gear_low,gear_high,drive_forward,drive_reverse,controller_temp_c,controller_voltage_v,controller_current_a,hyd_motor_temp_c,hyd_controller_temp_c,dc_voltage_v,net_current_a,slaves
16:04:01,16.041462091166668,80.37592088033334,10.9404,28,0.7,GPS Fix (SPS),70.95921090823042,,,,,,,,,,,,,,,,,,,,,,,,
16:04:03,16.041481781333335,80.3758858675,10.9517,28,0.7,GPS Fix (SPS),70.74805970606766,,,,,,,,,,,,,,,,,52.5,49.01,62.1,,,,,
16:04:02,16.041475373,80.37589692016667,10.9291,28,0.7,GPS Fix (SPS),70.84701319497533,,,,,,,,,,,,,,,,,52.5,49.01,62.1,,,,,
16:04:05,16.041496802333334,80.37586345116667,11.127,28,0.7,GPS Fix (SPS),73.16098621073856,13.600000000000001,6,49.56,-17.57,11.85,107.10000000000001,3457,34.2,285,1,1,0,0,0,1,0,52.5,49.14,37.1,,,,,
16:04:04,16.041481781333335,80.3758858675,10.9517,28,0.7,GPS Fix (SPS),71.72931765538677,13.5,6,49.44,-18.55,11.86,107.10000000000001,3450,54.7,285,1,1,0,0,0,1,0,52.5,49.160000000000004,65.4,,,,,
16:04:06,16.041496802333334,80.37586345116667,11.127,28,0.7,GPS Fix (SPS),73.61481411110807,13.700000000000001,6,49.53,-20.71,11.84,107.0,3462,42.5,285,1,1,0,0,0,1,0,52.5,49.28,64.4,,,,,
16:04:07,16.041510828666667,80.37584142083334,11.1912,28,0.7,GPS Fix (SPS),73.09669133582864,13.600000000000001,6,49.51,-16.07,11.84,107.10000000000001,3460,54.800000000000004,285,1,1,0,0,0,1,0,52.5,48.99,67.3,,,,,
16:04:08,16.041510828666667,80.37584142083334,11.1912,28,0.7,GPS Fix (SPS),74.4948593559361,13.5,6,49.6,0.0,11.83,107.0,3447,47.1,285,1,1,0,0,0,1,0,52.5,49.35,34.9,,,,,
16:04:09,16.041526046833333,80.37581796183333,11.1341,28,0.7,GPS Fix (SPS),74.57129962662663,13.4,6,49.53,-4.0600000000000005,11.83,107.10000000000001,3399,34.6,285,1,1,0,0,0,1,0,52.5,49.33,26.900000000000002,,,,,
16:04:10,16.041526046833333,80.37581796183333,11.1341,28,0.7,GPS Fix (SPS),74.27897708809708,13.3,6,49.56,-6.04,11.83,107.0,3383,30.1,285,1,1,0,0,0,1,0,52.5,49.47,34.5,,,,,
16:04:11,16.041540223166667,80.375796361,11.0482,28,0.7,GPS Fix (SPS),74.39616877798443,12.200000000000001,6,49.56,-6.04,11.83,107.10000000000001,3292,46.400000000000006,285,1,1,0,0,0,1,0,52.5,49.18,43.6,,,,,
16:04:12,16.041546297333333,80.37578566183333,11.0364,28,0.7,GPS Fix (SPS),74.86976807801034,12.4,6,49.52,-4.23,11.83,107.0,3142,27.900000000000002,285,1,1,0,0,0,1,0,52.5,49.49,11.100000000000001,,,,,
16:04:13,16.041546297333333,80.37578566183333,11.0364,28,0.7,GPS Fix (SPS),74.76837377191589,12.600000000000001,6,49.49,-15.08,11.82,107.0,3217,49.900000000000006,285,1,1,0,0,0,1,0,52.5,49.47,21.900000000000002,,,,,
16:04:14,16.041560603166666,80.37576409433333,11.0779,28,0.7,GPS Fix (SPS),74.60430673672361,12.600000000000001,6,49.51,-19.72,11.82,107.0,3191,39.300000000000004,285,1,1,0,0,0,1,0,52.5,49.45,13.700000000000001,,,,,
16:04:15,16.041560603166666,80.37576409433333,11.0779,28,0.7,GPS Fix (SPS),74.28796734766127,12.100000000000001,6,49.54,-14.25,11.81,107.0,3054,49.400000000000006,285,1,1,0,0,0,1,0,52.5,49.26,45.900000000000006,,,,,
